2023-01-01,08:30,1,Female,44,1,5
2023-01-01,08:37,1,Male,33,7,8
2023-01-01,08:44,1,Male,66,7,8
2023-01-01,08:51,1,Male,35,7,10
2023-01-01,08:58,1,Female,32,8,9
2023-01-01,09:05,1,Male,39,7,9
2023-01-01,09:12,1,Female,21,8,10
2023-01-01,09:30,1,Female,27,2,10
2023-01-01,09:37,1,Male,33,6,8
2023-01-01,09:44,1,Male,65,7,10
2023-01-01,09:51,1,Female,33,5,6
2023-01-01,09:58,1,Female,67,8,10
2023-01-01,10:05,1,Male,40,8,10
2023-01-01,10:12,1,Male,14,8,9
2023-01-01,10:30,1,Male,12,4,7
2023-01-01,10:37,1,Male,64,5,8
2023-01-01,10:44,1,Male,48,3,4
2023-01-01,10:51,1,Female,45,7,9
2023-01-01,10:58,1,Male,25,5,6
2023-01-01,10:58,1,Male,59,5,10
2023-01-01,11:12,1,Male,54,2,6
2023-01-01,11:30,1,Male,42,2,6
2023-01-01,11:37,1,Male,11,9,10
2023-01-01,11:44,1,Female,28,5,8
2023-01-01,11:51,1,Male,51,7,8
2023-01-01,11:58,1,Male,21,7,10
2023-01-01,12:05,1,Female,69,3,4
2023-01-01,12:05,1,Female,59,3,9
2023-01-01,12:30,1,Male,35,5,6
2023-01-01,12:37,1,Male,41,4,10
2023-01-01,12:44,1,Female,61,5,9
2023-01-01,12:51,1,Male,36,4,5
2023-01-01,12:58,1,Female,49,3,9
2023-01-01,13:05,1,Male,55,3,4
2023-01-01,13:12,1,Male,51,3,8
2023-01-01,13:30,1,Female,48,9,10
2023-01-01,13:37,1,Male,25,1,5
2023-01-01,13:44,1,Female,21,2,6
2023-01-01,13:51,1,Male,40,4,8
2023-01-01,13:58,1,Female,11,9,10
2023-01-01,14:05,1,Female,54,8,9
2023-01-01,14:12,1,Female,10,9,10
2023-01-01,14:30,1,Female,29,3,8
2023-01-01,14:37,1,Male,64,4,5
2023-01-01,14:37,1,Female,12,4,9
2023-01-01,14:51,1,Male,10,6,9
2023-01-01,14:58,1,Male,27,1,10
2023-01-01,15:05,1,Female,51,9,10
2023-01-01,15:12,1,Male,51,3,5
2023-01-01,15:30,1,Male,36,1,10
2023-01-01,15:37,1,Female,41,5,7
2023-01-01,15:44,1,Female,49,9,10
2023-01-01,15:51,1,Female,66,6,10
2023-01-01,15:58,1,Female,50,9,10
2023-01-01,16:05,1,Male,7,3,9
2023-01-01,16:12,1,Male,69,2,5
2023-01-01,16:12,1,Female,69,2,10
2023-01-01,16:37,1,Female,64,7,10
2023-01-01,16:44,1,Female,64,7,9
2023-01-01,16:51,1,Female,39,9,10
2023-01-01,16:51,1,Male,51,9,10
2023-01-01,17:05,1,Female,55,3,6
2023-01-01,17:12,1,Female,37,5,7
2023-01-01,17:30,1,Male,13,1,9
2023-01-01,17:37,1,Male,61,1,7
2023-01-01,17:44,1,Male,33,5,7
2023-01-01,17:51,1,Male,58,5,7
2023-01-01,17:51,1,Female,61,5,10
2023-01-01,17:51,1,Male,15,5,4
2023-01-01,18:12,1,Female,15,7,10
2023-01-01,18:30,1,Female,65,8,9
2023-01-01,18:37,1,Female,9,6,8
2023-01-01,18:44,1,Male,11,2,6
2023-01-01,18:44,1,Female,64,2,9
2023-01-01,18:58,1,Female,65,6,10
2023-01-01,19:05,1,Male,66,8,10
2023-01-01,19:05,1,Female,23,8,8
2023-01-01,19:05,1,Male,25,8,4
2023-01-01,19:37,1,Male,32,8,9
2023-01-01,19:44,1,Female,25,8,10
